run_id,world_half_cm,thickness_nm,backing_thickness_um,density_g_cm3,E_keV,N_injected,N_uncollided,N_trans_total,T_counts,mu_counts_per_mm,mu_counts_cm2_g,mu_calc_per_mm,mu_calc_cm2_g,mu_tr_per_mm,mu_tr_cm2_g,mu_ref_cm2_g,mu_en_ref_cm2_g,delta_mu_percent,delta_mu_en_percent,sigma_T_counts,sigma_mu_counts_cm2_g,mu_en_cpe_per_mm,mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,absorbed_fraction,mu_en_per_mm,mu_en_cm2_g,mu_en_raw_per_mm,mu_en_raw_cm2_g,mu_eff_per_mm,mu_eff_cm2_g,E_trans_unc_keV,E_trans_tot_keV,E_abs_keV,T_energy_tot
242,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,6.3100000000e+02,2.0000000000e+05,1.9998300000e+05,1.9999200000e+05,9.9991500000e-01,1.7000722541e-01,8.8086645290e-02,1.9863307191e-01,1.0291869011e-01,1.1197942321e-01,5.8020426535e-02,1.0486080000e-01,5.4180250000e-02,-1.5996592350e+01,-9.9764381629e+01,2.0614651950e-05,2.1364149579e-02,8.7840584608e-02,4.5513256274e-02,-1.5996592350e+01,1.2319057052e-07,8.7840584608e-02,4.5513256274e-02,2.4638114105e-04,1.2765862230e-04,2.4638115622e-04,1.2765863017e-04,1.2618927300e+08,1.2619338501e+08,1.5546650000e+01,9.9994758328e-01
243,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,7.0000000000e+02,2.0000000000e+05,1.9997700000e+05,1.9999100000e+05,9.9988500000e-01,2.3001322601e-01,1.1917783731e-01,1.7705510677e-01,9.1738397289e-02,9.7647872742e-02,5.0594752716e-02,9.4980000000e-02,4.8505000000e-02,2.5476771228e+01,-9.9959848623e+01,2.3977778775e-05,2.4850296930e-02,1.1746464022e-01,6.0862507884e-02,2.5476771228e+01,1.8793785714e-08,1.1746464022e-01,6.0862507884e-02,3.7587571429e-05,1.9475425611e-05,3.7587571853e-05,1.9475425831e-05,1.3998390000e+08,1.3999048052e+08,2.6311300000e+00,9.9993200373e-01
244,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,7.6290000000e+02,2.0000000000e+05,1.9998300000e+05,1.9998900000e+05,9.9991500000e-01,1.7000722541e-01,8.8086645290e-02,1.6232174874e-01,8.4104533026e-02,8.8254951900e-02,4.5727954352e-02,8.5972720000e-02,4.3331475000e-02,2.4588326275e+00,-9.9571647111e+01,2.0614651950e-05,2.1364149579e-02,8.5686062249e-02,4.4396923445e-02,2.4588326275e+00,1.7911521825e-07,8.5686062249e-02,4.4396923445e-02,3.5823043649e-04,1.8561162513e-04,3.5823046851e-04,1.8561164171e-04,1.5256703070e+08,1.5257021900e+08,2.7329400000e+01,9.9993589590e-01
245,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,9.7330000000e+02,2.0000000000e+05,1.9999100000e+05,1.9999600000e+05,9.9995500000e-01,9.0002025061e-02,4.6633173607e-02,1.3004316626e-01,6.7379878891e-02,6.9399716949e-02,3.5958402564e-02,6.8113080000e-02,3.3763920000e-02,-3.1535655697e+01,-9.9796853981e+01,1.4999662496e-05,1.5544391204e-02,4.4614355627e-02,2.3116246439e-02,-3.1535655697e+01,6.6189407171e-08,4.4614355627e-02,2.3116246439e-02,1.3237881434e-04,6.8590059245e-05,1.3237881874e-04,6.8590061521e-05,1.9465124030e+08,1.9465508888e+08,1.2884430000e+01,9.9997477080e-01
246,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.0000000000e+03,2.0000000000e+05,1.9999000000e+05,1.9999500000e+05,9.9995000000e-01,1.0000250008e-01,5.1814766883e-02,1.2721952737e-01,6.5916853562e-02,6.7860004790e-02,3.5160624243e-02,6.6180000000e-02,3.2760000000e-02,-2.1706305708e+01,-9.9984083648e+01,1.5810993011e-05,1.6385267980e-02,4.9502597503e-02,2.5649014250e-02,-2.1706305708e+01,5.0317000000e-09,4.9502597503e-02,2.5649014250e-02,1.0063400000e-05,5.2141968912e-06,1.0063399916e-05,5.2141968479e-06,1.9999000000e+08,1.9999289224e+08,1.0063400000e+00,9.9996446118e-01
247,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.2410000000e+03,2.0000000000e+05,1.9998300000e+05,1.9999300000e+05,9.9991500000e-01,1.7000722541e-01,8.8086645290e-02,1.0781593459e-01,5.5863178544e-02,5.7684828097e-02,2.9888511967e-02,5.6144760000e-02,2.7795400000e-02,5.6892015016e+01,-9.9934768583e+01,2.0614651950e-05,2.1364149579e-02,8.4164912864e-02,4.3608763142e-02,5.6892015016e+01,1.7496736503e-08,8.4164912864e-02,4.3608763142e-02,3.4993473006e-05,1.8131333163e-05,3.4993473314e-05,1.8131333323e-05,2.4817890300e+08,2.4818684303e+08,4.3426900000e+00,9.9994699045e-01
248,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5000000000e+03,2.0000000000e+05,1.9999300000e+05,1.9999800000e+05,9.9996500000e-01,7.0001225029e-02,3.6270064782e-02,9.6055822304e-02,4.9769856116e-02,5.1792972143e-02,2.6835736861e-02,5.0000000000e-02,2.4840000000e-02,-2.7459870437e+01,-9.9993108920e+01,1.3228525050e-05,1.3708795922e-02,3.4776608594e-02,1.8018968184e-02,-2.7459870437e+01,1.6518333333e-09,3.4776608594e-02,1.8018968184e-02,3.3036666667e-06,1.7117443869e-06,3.3036666763e-06,1.7117443919e-06,2.9998950000e+08,2.9999419923e+08,4.9555000000e-01,9.9998066410e-01
249,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5800000000e+03,2.0000000000e+05,1.9999300000e+05,1.9999600000e+05,9.9996500000e-01,7.0001225029e-02,3.6270064782e-02,9.3725816708e-02,4.8562599330e-02,5.0715202121e-02,2.6277306799e-02,4.9092800000e-02,2.4475200000e-02,-2.6119380476e+01,-9.9827685054e+01,1.3228525050e-05,1.3708795922e-02,3.4899088722e-02,1.8082429390e-02,-2.6119380476e+01,4.0698322785e-08,3.4899088722e-02,1.8082429390e-02,8.1396645570e-05,4.2174427756e-05,8.1396647302e-05,4.2174428654e-05,3.1598894000e+08,3.1599172670e+08,1.2860670000e+01,9.9997381866e-01
250,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5840000000e+03,2.0000000000e+05,1.9998700000e+05,1.9999500000e+05,9.9993500000e-01,1.3000422518e-01,6.7359702167e-02,9.3620171291e-02,4.8507860773e-02,5.0668069479e-02,2.6252885741e-02,4.9047440000e-02,2.4456960000e-02,3.7335816441e+01,-9.9970038865e+01,1.8027170466e-05,1.8682220008e-02,6.4825159787e-02,3.3588165693e-02,3.7335816441e+01,7.0711174243e-09,6.4825159787e-02,3.3588165693e-02,1.4142234849e-05,7.3275828231e-06,1.4142234989e-05,7.3275828957e-06,3.1677940800e+08,3.1678678736e+08,2.2401300000e+00,9.9995829344e-01
251,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.0000000000e+03,2.0000000000e+05,1.9999200000e+05,1.9999800000e+05,9.9996000000e-01,8.0001600043e-02,4.1451606240e-02,8.5184943595e-02,4.4137276474e-02,4.7505295904e-02,2.4614142955e-02,4.4330000000e-02,2.2560000000e-02,-6.4931057077e+00,-9.9955919505e+01,1.4141852778e-05,1.4655355933e-02,4.0713649830e-02,2.1095155352e-02,-6.4931057077e+00,9.5965000000e-09,4.0713649830e-02,2.1095155352e-02,1.9193000000e-05,9.9445595855e-06,1.9193000170e-05,9.9445596737e-06,3.9998400000e+08,3.9999239412e+08,3.8386000000e+00,9.9998098530e-01
252,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.5100000000e+03,2.0000000000e+05,1.9999000000e+05,1.9999700000e+05,9.9995000000e-01,1.0000250008e-01,5.1814766883e-02,8.0303979074e-02,4.1608279313e-02,4.7025779082e-02,2.4365688643e-02,4.2504200000e-02,2.2458000000e-02,2.1905051460e+01,-9.9983055297e+01,1.5810993011e-05,1.6385267980e-02,5.2838452362e-02,2.7377436457e-02,2.1905051460e+01,3.6722509960e-09,5.2838452362e-02,2.7377436457e-02,7.3445019920e-06,3.8054414466e-06,7.3445019090e-06,3.8054414036e-06,5.0197490000e+08,5.0198391039e+08,1.8434700000e+00,9.9996794899e-01
253,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.1600000000e+03,2.0000000000e+05,1.9999300000e+05,1.9999800000e+05,9.9996500000e-01,7.0001225029e-02,3.6270064782e-02,7.7986596268e-02,4.0407562833e-02,4.8672102596e-02,2.5218706008e-02,4.0690800000e-02,2.2563200000e-02,-1.0864213086e+01,-9.9995850836e+01,1.3228525050e-05,1.3708795922e-02,3.8815939735e-02,2.0111885873e-02,-1.0864213086e+01,9.0341772152e-10,3.8815939735e-02,2.0111885873e-02,1.8068354430e-06,9.3618416738e-07,1.8068353488e-06,9.3618411856e-07,6.3197788000e+08,6.3198613726e+08,5.7096000000e-01,9.9997806529e-01
254,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.9800000000e+03,2.0000000000e+05,1.9999200000e+05,1.9999500000e+05,9.9996000000e-01,8.0001600043e-02,4.1451606240e-02,7.7832761760e-02,4.0327855834e-02,5.2100927130e-02,2.6995299031e-02,4.0387400000e-02,2.3604600000e-02,2.6349956664e+00,-9.9996199902e+01,1.4141852778e-05,1.4655355933e-02,4.6757299761e-02,2.4226580187e-02,2.6349956664e+00,8.6560301508e-10,4.6757299761e-02,2.4226580187e-02,1.7312060302e-06,8.9699794309e-07,1.7312060681e-06,8.9699796277e-07,7.9596816000e+08,7.9597248735e+08,6.8902000000e-01,9.9996543637e-01
255,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,5.0000000000e+03,2.0000000000e+05,1.9998300000e+05,1.9998800000e+05,9.9991500000e-01,1.7000722541e-01,8.8086645290e-02,7.9447920973e-02,4.1164725893e-02,5.6933523889e-02,2.9499235176e-02,4.1030000000e-02,2.5100000000e-02,1.1468838725e+02,-9.9987990504e+01,2.0614651950e-05,2.1364149579e-02,1.0400149544e-01,5.3886785200e-02,1.1468838725e+02,2.9088800000e-09,1.0400149544e-01,5.3886785200e-02,5.8177600000e-06,3.0143834197e-06,5.8177600599e-06,3.0143834507e-06,9.9991500000e+08,9.9992150764e+08,2.9088800000e+00,9.9992150764e-01
256,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,6.3100000000e+03,2.0000000000e+05,1.9999400000e+05,1.9999600000e+05,9.9997000000e-01,6.0000900018e-02,3.1088549232e-02,8.2609878808e-02,4.2803046015e-02,6.3068752227e-02,3.2678109962e-02,4.2506100000e-02,2.6857350000e-02,-2.6860969997e+01,-9.9997443292e+01,1.2247265001e-05,1.2691847077e-02,3.7911386180e-02,1.9643205275e-02,-2.6860969997e+01,6.6263074485e-10,3.7911386180e-02,1.9643205275e-02,1.3252614897e-06,6.8666398430e-07,1.3252614566e-06,6.8666396713e-07,1.2619621400e+09,1.2619671396e+09,8.3624000000e-01,9.9997396162e-01
257,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,7.0000000000e+03,2.0000000000e+05,1.9999400000e+05,1.9999500000e+05,9.9997000000e-01,6.0000900018e-02,3.1088549232e-02,8.4383418574e-02,4.3721978536e-02,6.6092861088e-02,3.4245005745e-02,4.3410000000e-02,2.7675000000e-02,-2.8383899488e+01,-9.9999421968e+01,1.2247265001e-05,1.2691847077e-02,3.8252128726e-02,1.9819755817e-02,-2.8383899488e+01,1.5437142857e-10,3.8252128726e-02,1.9819755817e-02,3.0874285714e-07,1.5997039230e-07,3.0874280912e-07,1.5997036742e-07,1.3999580000e+09,1.3999603873e+09,2.1612000000e-01,9.9997170523e-01
258,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.0000000000e+04,2.0000000000e+05,1.9999200000e+05,1.9999400000e+05,9.9996000000e-01,8.0001600043e-02,4.1451606240e-02,9.2380330378e-02,4.7865456154e-02,7.7864460548e-02,4.0344280077e-02,4.7470000000e-02,3.0720000000e-02,-1.2678310007e+01,-9.9979536006e+01,1.4141852778e-05,1.4655355933e-02,5.1772680710e-02,2.6825223166e-02,-1.2678310007e+01,6.0665100000e-09,5.1772680710e-02,2.6825223166e-02,1.2133020000e-05,6.2865388601e-06,1.2133019959e-05,6.2865388388e-06,1.9999200000e+09,1.9999363583e+09,1.2133020000e+01,9.9996817914e-01
259,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5800000000e+04,2.0000000000e+05,1.9999400000e+05,1.9999400000e+05,9.9997000000e-01,6.0000900018e-02,3.1088549232e-02,1.0533477602e-01,5.4577604158e-02,9.4764764078e-02,4.9100914030e-02,5.4654400000e-02,3.3784000000e-02,-4.3117938845e+01,-1.0000000000e+02,1.2247265001e-05,1.2691847077e-02,3.7088878594e-02,1.9217035541e-02,-4.3117938845e+01,0.0000000000e+00,3.7088878594e-02,1.9217035541e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1599052000e+09,3.1599052000e+09,0.0000000000e+00,9.9997000000e-01
260,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.5100000000e+04,2.0000000000e+05,1.9999000000e+05,1.9999000000e+05,9.9995000000e-01,1.0000250008e-01,5.1814766883e-02,1.2035178545e-01,6.2358438058e-02,1.1283163126e-01,5.8461985109e-02,5.8930000000e-02,3.4750000000e-02,-1.2074042283e+01,-1.0000000000e+02,1.5810993011e-05,1.6385267980e-02,5.8969741692e-02,3.0554270307e-02,-1.2074042283e+01,0.0000000000e+00,5.8969741692e-02,3.0554270307e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0197490000e+09,5.0197490000e+09,0.0000000000e+00,9.9995000000e-01
261,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.9800000000e+04,2.0000000000e+05,1.9999400000e+05,1.9999500000e+05,9.9997000000e-01,6.0000900018e-02,3.1088549232e-02,1.3603589103e-01,7.0484917633e-02,1.3076794088e-01,6.7755409784e-02,5.8930000000e-02,3.4750000000e-02,-4.7244952941e+01,-9.9999970029e+01,1.2247265001e-05,1.2691847077e-02,3.5381491187e-02,1.8332378853e-02,-4.7244952941e+01,1.0050251258e-11,3.5381491187e-02,1.8332378853e-02,2.0100502515e-08,1.0414768143e-08,2.0100587861e-08,1.0414812363e-08,7.9597612000e+09,7.9597627252e+09,8.0000000011e-02,9.9997019161e-01
262,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,6.3100000000e+04,2.0000000000e+05,1.9998900000e+05,1.9999000000e+05,9.9994500000e-01,1.1000302511e-01,5.6996386068e-02,1.5148879495e-01,7.8491603599e-02,1.4784861934e-01,7.6605502249e-02,5.8930000000e-02,3.4750000000e-02,-3.2812047041e+00,-9.9999959782e+01,1.6582667910e-05,1.7185057002e-02,6.4866878035e-02,3.3609781365e-02,-3.2812047041e+00,1.3486529317e-11,6.4866878035e-02,3.3609781365e-02,2.6973058635e-08,1.3975678049e-08,2.6973090428e-08,1.3975694522e-08,1.2619305900e+10,1.2619364079e+10,1.7019999998e-01,9.9994961011e-01
263,5.0000000000e+01,5.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.0000000000e+05,2.0000000000e+05,1.9998500000e+05,1.9998500000e+05,9.9992500000e-01,1.5000562528e-01,7.7723121907e-02,1.6599789727e-01,8.6009273197e-02,1.6350017465e-01,8.4715116400e-02,5.8930000000e-02,3.4750000000e-02,3.1890585283e+01,-1.0000000000e+02,1.9364190533e-05,2.0068023789e-02,8.8455718285e-02,4.5831978386e-02,3.1890585283e+01,0.0000000000e+00,8.8455718285e-02,4.5831978386e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9998500000e+10,1.9998500000e+10,0.0000000000e+00,9.9992500000e-01
264,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.0000000000e+00,2.0000000000e+05,1.3600000000e+02,1.3600000000e+02,6.8000000000e-04,7.2934177598e+03,3.7789729325e+03,7.0955433749e+03,3.6764473445e+03,7.0863645094e+03,3.6716914557e+03,3.6830000000e+03,3.6710000000e+03,2.6058358009e+00,-9.8806308978e+01,5.8289690341e-05,4.4414576608e+01,7.2696542482e+03,3.7666602322e+03,2.6058358009e+00,8.4573367000e-02,7.2696542482e+03,3.7666602322e+03,8.4573367000e+01,4.3820397409e+01,8.8365056801e+01,4.5785003524e+01,1.3600000000e+02,1.3600000000e+02,1.6914673400e+04,6.8000000000e-04
265,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.5800000000e+00,2.0000000000e+05,1.1580000000e+04,1.1580000000e+04,5.7900000000e-02,2.8490378944e+03,1.4761854375e+03,2.8326316048e+03,1.4676847693e+03,2.8263604092e+03,1.4644354452e+03,1.5045782665e+03,1.4935782665e+03,-1.8870955151e+00,-9.7936564782e+01,5.2224319048e-04,4.6734426023e+00,2.8282085248e+03,1.4653930180e+03,-1.8870955151e+00,5.9480708513e-02,2.8282085248e+03,1.4653930180e+03,5.9480708513e+01,3.0819019955e+01,6.1323118503e+01,3.1773636530e+01,1.8296400000e+04,1.8296400000e+04,1.8795903890e+04,5.7900000000e-02
266,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.5100000000e+00,2.0000000000e+05,1.3130000000e+03,1.3130000000e+03,6.5650000000e-03,5.0260027712e+03,2.6041465136e+03,5.0406479956e+03,2.6117347127e+03,5.0258994005e+03,2.6040929536e+03,2.6113223250e+03,2.5694643329e+03,-2.7479608099e-01,-9.7955681151e+01,1.8058101748e-04,1.4252139228e+01,4.9454388431e+03,2.5624035456e+03,-2.7479608099e-01,1.0137912428e-01,4.9454388431e+03,2.5624035456e+03,1.0137912428e+02,5.2528043670e+01,1.0689405124e+02,5.5385518776e+01,3.2956300000e+03,3.2956300000e+03,5.0892320390e+04,6.5650000000e-03
267,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.9800000000e+00,2.0000000000e+05,3.0995000000e+04,3.0995000000e+04,1.5497500000e-01,1.8644914654e+03,9.6605775409e+02,1.8691109663e+03,9.6845127790e+02,1.8537628259e+03,9.6049887354e+02,9.7531200001e+02,9.5915000001e+02,-9.4884979565e-01,-9.6385404908e+01,8.0919017967e-04,2.7054010205e+00,1.8335947769e+03,9.5004910719e+02,-9.4884979565e-01,6.6911920440e-02,1.8335947769e+03,9.5004910719e+02,6.6911920440e+01,3.4669388829e+01,6.9255677917e+01,3.5883770942e+01,1.2336010000e+05,1.2336010000e+05,5.3261888670e+04,1.5497500000e-01
268,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,6.3100000000e+00,2.0000000000e+05,1.0999000000e+05,1.0999000000e+05,5.4995000000e-01,5.9792791398e+02,3.0980720932e+02,5.9658958724e+02,3.0911377577e+02,5.8539839684e+02,3.0331523152e+02,3.2336050000e+02,3.1513250000e+02,-4.1913872243e+00,-9.5929664386e+01,1.1124410041e-03,1.0480849216e+00,5.8271346795e+02,3.0192407666e+02,-4.1913872243e+00,2.4756014231e-02,5.8271346795e+02,3.0192407666e+02,2.4756014231e+01,1.2826950379e+01,2.5067597476e+01,1.2988392474e+01,6.9403690000e+05,6.9403690000e+05,3.1242089960e+04,5.4995000000e-01
269,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.0000000000e+01,2.0000000000e+05,1.6633900000e+05,1.6633900000e+05,8.3169500000e-01,1.8428949191e+02,9.5486783372e+01,1.8357779636e+02,9.5118029200e+01,1.7836413962e+02,9.2416652655e+01,9.6910000000e+01,9.2040000000e+01,-1.4685962521e+00,-9.6433581184e+01,8.3659556231e-04,5.2118769894e-01,1.7502842674e+02,9.0688304010e+01,-1.4685962521e+00,6.3352865250e-03,1.7502842674e+02,9.0688304010e+01,6.3352865250e+00,3.2825318782e+00,6.3554396148e+00,3.2929738937e+00,1.6633900000e+06,1.6633900000e+06,1.2670573050e+04,8.3169500000e-01
270,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.5800000000e+01,2.0000000000e+05,1.5818200000e+05,1.5818200000e+05,7.9091000000e-01,2.3457109771e+02,1.2153942887e+02,2.3355054405e+02,1.2101064459e+02,2.2811332547e+02,1.1819343288e+02,1.2719280000e+02,1.0756320000e+02,-4.4447257493e+00,-9.0000877666e+01,9.0931669923e-04,5.9570437701e-01,1.9836985975e+02,1.0278231075e+02,-4.4447257493e+00,2.0757875592e-02,1.9836985975e+02,1.0278231075e+02,2.0757875592e+01,1.0755375954e+01,2.0976348942e+01,1.0868574581e+01,2.4992756000e+06,2.4992756000e+06,6.5594886870e+04,7.9091000000e-01
271,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.0000000000e+01,2.0000000000e+05,1.7620200000e+05,1.7620300000e+05,8.8101000000e-01,1.2668630237e+02,6.5640571178e+01,1.2699347677e+02,6.5799728899e+01,1.2276597332e+02,6.3609312599e+01,6.5730000000e+01,5.6970000000e+01,-1.3605480411e-01,-9.0504454706e+01,7.2398680893e-04,4.2578710676e-01,1.0980250489e+02,5.6892489578e+01,-1.3605480411e-01,1.0440551458e-02,1.0980250489e+02,5.6892489578e+01,1.0440551458e+01,5.4096121541e+00,1.0495436368e+01,5.4380499317e+00,3.5240400000e+06,3.5240600000e+06,4.1762205830e+04,8.8101500000e-01
272,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.5100000000e+01,2.0000000000e+05,1.8638800000e+05,1.8639700000e+05,9.3194000000e-01,7.0486844051e+01,3.6521680856e+01,7.0147470205e+01,3.6345839484e+01,6.6962167888e+01,3.4695423776e+01,4.3800000000e+01,3.8069400000e+01,-1.6617166997e+01,-9.3019969675e+01,5.6315111826e-04,3.1309756441e-01,6.1264654359e+01,3.1743344227e+01,-1.6617166997e+01,5.1285034323e-03,6.1264654359e+01,3.1743344227e+01,5.1285034323e+00,2.6572556644e+00,5.1416993422e+00,2.6640929234e+00,4.6783388000e+06,4.6785647000e+06,2.5745087230e+04,9.3198500000e-01
273,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.5500000000e+01,2.0000000000e+05,1.8700900000e+05,1.8701700000e+05,9.3504500000e-01,6.7160622509e+01,3.4798250005e+01,6.7299410957e+01,3.4870161118e+01,6.4178602450e+01,3.3253161891e+01,4.2080000000e+01,3.6587000000e+01,-1.7304538962e+01,-9.3053523757e+01,5.5107099350e-04,3.0536392599e-01,5.8393671477e+01,3.0255788330e+01,-1.7304538962e+01,4.9051090176e-03,5.8393671477e+01,3.0255788330e+01,4.9051090176e+00,2.5415072630e+00,4.9171785493e+00,2.5477609064e+00,4.7687295000e+06,4.7689335000e+06,2.5016055990e+04,9.3508500000e-01
274,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.0000000000e+01,2.0000000000e+05,1.9134800000e+05,1.9137000000e+05,9.5674000000e-01,4.4223606782e+01,2.2913785897e+01,4.3875966609e+01,2.2733661455e+01,4.1375390495e+01,2.1438026163e+01,2.2730000000e+01,1.9910000000e+01,8.0856092127e-01,-9.2282010719e+01,4.5490972951e-04,2.4636214965e-01,3.8737000045e+01,2.0070984480e+01,8.0856092127e-01,2.9657377150e-03,3.8737000045e+01,2.0070984480e+01,2.9657377150e+00,1.5366516658e+00,2.9701442296e+00,1.5389348340e+00,5.7404400000e+06,5.7410998527e+06,1.7794426290e+04,9.5684997545e-01
275,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.2400000000e+01,2.0000000000e+05,1.9288900000e+05,1.9293000000e+05,9.6444500000e-01,3.6202472627e+01,1.8757757838e+01,3.5805271581e+01,1.8551954187e+01,3.3562074496e+01,1.7389675905e+01,1.9835600000e+01,1.7349200000e+01,-5.4338772812e+00,-9.3191039597e+01,4.1407029581e-04,2.2245352998e-01,3.1664478922e+01,1.6406465763e+01,-5.4338772812e+00,2.2799093056e-03,3.1664478922e+01,1.6406465763e+01,2.2799093056e+00,1.1813001583e+00,2.2825122559e+00,1.1826488372e+00,6.2496036000e+06,6.2509320000e+06,1.4773812300e+04,9.6465000000e-01
276,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.9800000000e+01,2.0000000000e+05,1.9579900000e+05,1.9585600000e+05,9.7899500000e-01,2.1228743717e+01,1.0999349076e+01,2.0802235130e+01,1.0778360171e+01,1.9143222562e+01,9.9187681670e+00,1.0911200000e+01,9.4534000002e+00,8.0787700617e-01,-9.3449675858e+01,3.2065394099e-04,1.6970662602e-01,1.8392459661e+01,9.5297718451e+00,8.0787700617e-01,1.1951107010e-03,1.8392459661e+01,9.5297718451e+00,1.1951107010e+00,6.1922834249e-01,1.1958254153e+00,6.1959866078e-01,7.7928002000e+06,7.7950687776e+06,9.5130811800e+03,9.7927999719e-01
277,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,4.0000000000e+01,2.0000000000e+05,1.9599700000e+05,1.9606700000e+05,9.7998500000e-01,2.0218013557e+01,1.0475654693e+01,2.0527789298e+01,1.0636160258e+01,1.8881281827e+01,9.7830475789e+00,1.0670000000e+01,9.2400000000e+00,-1.8214180622e+00,-9.3734550894e+01,3.1316449172e-04,1.6557538603e-01,1.7508382874e+01,9.0717009711e+00,-1.8214180622e+00,1.1173300700e-03,1.7508382874e+01,9.0717009711e+00,1.1173300700e+00,5.7892749741e-01,1.1179547486e+00,5.7925116508e-01,7.8398800000e+06,7.8426780400e+06,8.9386405600e+03,9.8033475499e-01
278,5.0000000000e+01,1.0000000000e+03,5.0000000000e+01,1.9300000000e+01,4.1400000000e+01,2.0000000000e+05,1.9620700000e+05,1.9628700000e+05,9.8103500000e-01,1.9147142173e+01,9.9207990536e+00,1.8737005177e+01,9.7082928380e+00,1.7175423580e+01,8.8991832023e+00,1.0009060000e+01,8.6534000000e+00,-8.8181054312e-01,-9.3500751043e+01,3.0500269487e-04,1.6108750899e-01,1.6553790274e+01,8.5770934064e+00,-8.8181054312e-01,1.0854435978e-03,1.6553790274e+01,8.5770934064e+00,1.0854435978e+00,5.6240600924e-01,1.0860331184e+00,5.6271146029e-01,8.1229698000e+06,8.1262804538e+06,8.9874729900e+03,9.8143483742e-01
